Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Ast/90,npG/90,npG+A/90,xA/90,npxG/90,npxG+xA/90,Shots/90,SoTs/90,SoT%,Gls/Shot,Gls/SoT,AvgShotDist,FKSht/90,npxG/Shot,np:G-xG,PassCmp/90,PassAtt/90,PassCmp%,TotDistPass/90,PrgDistPass/90,ShortCmp/90,ShortAtt/90,ShortCmp%,MedCmp/90,MedAtt/90,MedCmp%,LongCmp/90,LongAtt/90,LongCmp%,KeyPass/90,PassIntoThird/90,PassIntoBox/90,CrossIntoBox/90,ProgPass/90,LivePassAtt/90,DeadPassAtt/90,FKPassAtt/90,TBCmp/90,PassUnderPress/90,Switches/90,Crosses/90,GroundPass/90,LowPass/90,HighPass/90,LeftPass/90,RightPass/90,HeadPass/90,ThrowPass/90,OtherPartPass/90,OffsidePass/90,OutOBPass/90,PassesInt/90,PassesBlk/90,SCA/90,PassLiveSCA/90,PassDeadSCA/90,DribSCA/90,ShSCA/90,FoulSCA/90,DefSCA/90,GCA/90,PassLiveGCA/90,PassDeadGCA/90,DribGCA/90,ShGCA/90,FoulGCA/90,DefGCA/90,TklAtt/90,TklW/90,Def 3rdTkl/90,Mid 3rdTkl/90,Att 3rdTkl/90,TklvDribW/90,TklvDribAtt/90,Tkl%vDrib,DribPast/90,PressAtt/90,SuccPress/90,PressSucc%,Def 3rdPress/90,Mid 3rdPress/90,Att 3rdPress/90,Blocks/90,ShotBlocks/90,PassBlk/90,Interceptions/90,Clearances/90,ErrToShot/90,Touches/90,Def PenTchs/90,Def 3rdTchs/90,Mid 3rdTchs/90,Att 3rdTchs/90,Att PenTchs/90,%TchsDefPen,%TchsDefThrd,%TchsMidThrd,%TchsAttThrd,%TchsAttPen,LiveTchs/90,SuccDrib/90,AttDrib/90,DribSucc%,PlayersDribPast/90,Megs/90,Carries/90,TotDistCarry/90,PrgDistCarry/90,ProgCarry/90,CarryIntoThird/90,CarryIntoBox/90,Miscontrol/90,Dispossessed/90,PassTarget/90,PassesReceived/90,PassRec%,ProgPassReceived/90
Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,25.0,1994.0,37,35,3099,34.4,0.35,0.26,0.61,0.32,0.23,0.55,3.2,1.16,36.4,0.08,0.23,22.0,0.47,0.07,0.03,49.5,66.4,74.6,946.1,271.5,23.6,27.5,85.7,17.1,21.4,79.8,7.82,13.7,57.2,2.73,5.15,2.79,0.23,6.6,60.4,5.99,1.66,0.58,10.1,3.63,2.65,43.6,8.08,14.7,4.77,58.0,1.74,1.05,0.55,0.49,1.28,2.06,2.88,4.88,3.52,0.64,0.12,0.29,0.23,0.09,0.78,0.67,0.06,0.0,0.06,0.0,0.0,1.74,1.13,0.61,0.73,0.41,0.52,2.62,20.0,2.09,20.9,5.2,24.9,3.4,10.0,7.47,1.16,0.03,1.13,0.64,0.78,0.0,78.6,1.13,9.27,34.8,38.9,3.84,0.01437659033,0.1179389313,0.4427480916,0.4949109415,0.04885496183,72.5,0.76,1.63,46.4,0.87,0.06,48.3,215.9,123.8,6.8,2.12,0.38,1.37,1.16,71.6,59.8,83.5,8.31
Álex Fernández,es ESP,MF,Cádiz,es La Liga,27.0,1992.0,25,21,1946,21.6,0.05,0.09,0.14,0.08,0.08,0.16,0.37,0.09,25.0,0.25,1.0,18.9,0.0,0.21,0.01,30.9,41.6,74.3,618.7,183.9,11.4,13.7,83.7,13.1,15.4,85.0,5.65,10.8,52.4,1.11,3.24,0.65,0.28,2.78,34.3,7.27,3.1,0.0,6.94,2.13,1.9,25.0,5.37,11.3,7.92,30.7,1.62,0.37,0.09,0.23,0.51,0.93,1.06,1.85,0.88,0.93,0.0,0.0,0.05,0.0,0.19,0.14,0.05,0.0,0.0,0.0,0.0,1.16,0.69,0.42,0.6,0.14,0.42,1.48,28.1,1.06,15.2,3.19,21.0,5.51,7.69,1.99,1.06,0.05,1.02,0.97,1.11,0.0,49.6,1.3,9.63,28.0,14.7,0.97,0.02620967742,0.1941532258,0.564516129,0.2963709677,0.01955645161,42.5,0.6,1.11,54.2,0.79,0.05,29.6,152.4,77.0,3.24,1.02,0.14,0.83,1.16,34.9,28.7,82.2,1.44
Augusto Fernández,ar ARG,MF,Cádiz,es La Liga,34.0,1986.0,12,4,369,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,22.4,27.8,80.7,449.5,95.4,7.32,8.78,83.3,10.2,11.5,89.4,4.15,6.34,65.4,0.0,0.73,0.24,0.0,1.95,27.1,0.73,0.49,0.0,4.39,1.95,0.0,17.1,4.15,6.59,3.17,21.2,2.68,0.24,0.24,0.0,0.98,0.24,0.49,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,1.46,0.49,2.2,0.0,1.46,4.15,35.3,2.68,29.3,7.8,26.7,12.0,13.7,3.66,1.22,0.24,0.98,2.68,1.95,0.0,38.8,1.71,11.7,24.1,4.39,0.49,0.04407216495,0.3015463918,0.6211340206,0.1131443299,0.01262886598,38.3,0.0,0.0,,0.0,0.0,20.2,94.4,45.6,1.95,0.49,0.0,0.49,1.46,19.0,17.3,91.0,0.98
Fernandinho,br BRA,MF,Manchester City,eng Premier League,35.0,1985.0,21,12,1188,13.2,0.15,0.0,0.15,0.07,0.06,0.13,1.14,0.23,20.0,0.0,0.0,21.6,0.0,0.06,-0.06,66.6,75.8,87.8,1277.1,347.2,28.2,30.8,91.4,29.2,32.0,91.0,8.86,12.0,73.6,0.91,10.3,1.29,0.15,7.35,73.9,1.97,1.44,0.15,9.24,2.5,0.45,59.8,5.83,10.2,9.24,61.5,3.03,0.45,0.23,0.08,0.38,1.74,0.61,2.2,1.59,0.0,0.23,0.0,0.0,0.38,0.23,0.15,0.0,0.0,0.0,0.0,0.08,2.35,1.67,0.45,1.29,0.61,0.91,2.88,31.6,1.97,16.9,5.61,33.2,3.56,10.8,2.58,1.14,0.08,1.06,1.97,2.42,0.0,85.4,2.8,13.7,64.1,13.7,0.91,0.03278688525,0.1604215457,0.7505854801,0.1604215457,0.0106557377,83.6,0.76,1.14,66.7,0.98,0.0,60.1,305.6,184.5,10.2,3.18,0.38,0.3,0.45,67.0,64.8,96.8,0.76
Fernando,br BRA,MF,Sevilla,es La Liga,33.0,1987.0,31,28,2546,28.3,0.14,0.11,0.25,0.12,0.02,0.14,0.18,0.14,80.0,0.6,0.75,14.9,0.0,0.13,0.08,49.2,54.3,90.5,979.0,234.7,17.2,18.5,92.9,24.6,26.3,93.7,6.86,8.59,79.8,0.67,3.39,0.35,0.0,3.25,52.6,1.73,1.31,0.07,6.29,1.91,0.07,42.4,5.65,6.29,5.72,43.6,2.9,0.35,0.25,0.11,0.71,0.39,0.28,1.27,1.17,0.04,0.04,0.0,0.0,0.04,0.35,0.32,0.0,0.04,0.0,0.0,0.0,2.4,1.84,1.17,1.02,0.21,1.06,1.98,53.6,0.92,12.9,4.63,35.9,5.51,5.8,1.59,1.59,0.32,1.27,1.41,2.76,0.0,63.1,5.16,21.6,37.8,6.61,0.64,0.08177496038,0.3423137876,0.5990491284,0.1047543582,0.01014263074,61.7,0.49,0.81,60.9,0.53,0.07,41.2,165.5,75.9,1.7,0.46,0.04,0.49,0.67,45.1,42.5,94.4,0.95
Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,28.0,1992.0,34,31,2577,28.6,0.1,0.0,0.1,0.05,0.01,0.06,0.14,0.07,50.0,0.0,0.0,22.3,0.0,0.05,-0.01,49.0,57.1,85.8,1065.9,262.6,15.7,17.2,91.3,22.0,24.6,89.6,10.6,13.5,78.5,0.66,5.28,0.56,0.14,5.31,55.7,1.4,1.19,0.1,6.85,3.08,0.52,41.8,5.8,9.55,3.39,51.2,1.5,0.17,0.24,0.17,0.52,0.98,1.22,1.96,1.64,0.0,0.0,0.03,0.1,0.17,0.21,0.17,0.0,0.0,0.0,0.0,0.03,2.87,2.13,1.75,0.98,0.14,1.08,3.67,29.5,2.59,20.2,7.13,35.3,8.36,9.72,2.13,1.29,0.21,1.08,0.59,0.77,0.0,65.2,1.47,19.0,42.2,9.16,0.52,0.02254601227,0.2914110429,0.6472392638,0.1404907975,0.007975460123,64.0,0.56,0.94,59.3,0.56,0.0,45.2,250.4,119.9,4.23,0.98,0.1,0.8,1.33,49.6,46.2,93.1,1.5
Sam Field,eng ENG,MF,West Brom,eng Premier League,22.0,1998.0,3,0,62,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,21.4,32.9,65.2,318.6,58.6,14.3,20.0,71.4,5.71,7.14,80.0,1.43,4.29,33.3,0.0,1.43,0.0,0.0,2.86,32.9,0.0,0.0,0.0,7.14,0.0,0.0,17.1,0.0,15.7,22.9,0.0,8.57,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,10.0,5.71,7.14,0.0,2.86,4.29,66.7,1.43,31.4,14.3,45.5,11.4,18.6,1.43,8.57,1.43,7.14,0.0,5.71,0.0,62.9,7.14,24.3,40.0,2.86,0.0,0.1135135135,0.386327504,0.6359300477,0.04546899841,0,62.9,1.43,2.86,50.0,2.86,0.0,20.0,45.7,27.1,1.43,1.43,0.0,0.0,1.43,17.1,17.1,100.0,0.0
John Fleck,sco SCO,MF,Sheffield Utd,eng Premier League,28.0,1991.0,31,29,2575,28.6,0.07,0.0,0.07,0.09,0.03,0.12,0.59,0.17,29.4,0.0,0.0,23.0,0.0,0.05,-0.03,33.1,42.4,78.1,547.0,173.4,17.3,19.0,91.0,11.0,13.4,82.0,3.64,7.9,46.0,1.19,3.95,0.87,0.14,3.6,38.5,3.88,1.05,0.07,5.38,1.33,1.22,28.4,5.49,8.46,36.6,3.18,1.57,0.21,0.52,0.1,0.56,0.98,0.84,2.31,1.61,0.45,0.1,0.07,0.03,0.03,0.1,0.07,0.03,0.0,0.0,0.0,0.0,1.61,0.94,0.91,0.56,0.14,0.56,2.41,23.2,1.85,17.7,4.48,25.3,6.22,8.64,2.83,1.29,0.17,1.12,1.33,0.63,0.03,50.8,1.33,8.92,25.9,19.3,1.08,0.02618110236,0.1755905512,0.5098425197,0.3799212598,0.02125984252,47.1,1.19,1.85,64.2,1.26,0.14,31.3,148.8,94.5,4.48,1.75,0.17,0.73,1.22,36.7,33.1,90.2,1.99
Florian Flick,de GER,MF,Schalke 04,de Bundesliga,20.0,2000.0,4,4,360,4.0,0.0,0.25,0.25,0.0,0.12,0.12,0.25,0.25,100.0,1.0,1.0,11.2,0.0,0.48,0.13,22.8,27.5,82.7,473.5,125.5,9.5,10.3,92.7,8.75,10.8,81.4,4.5,5.75,78.3,0.0,2.5,0.75,0.0,2.5,26.0,1.5,1.25,0.0,8.0,0.5,0.0,19.3,3.75,4.5,1.75,24.5,0.75,0.0,0.0,0.0,0.5,0.5,1.0,0.75,0.5,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,2.25,1.75,0.75,1.5,0.0,1.0,3.25,30.8,2.25,27.3,9.0,33.0,16.3,10.5,0.5,1.75,0.5,1.25,1.5,2.75,0.0,37.0,4.5,16.0,20.3,2.75,0.25,0.1216216216,0.4324324324,0.5486486486,0.07432432432,0.006756756757,35.5,0.0,0.25,0.0,0.0,0.0,17.5,91.5,39.0,1.25,0.0,0.0,0.25,0.0,18.3,16.0,87.7,0.5
Alexis Flips,fr FRA,MF,Reims,fr Ligue 1,20.0,2000.0,2,0,43,0.5,0.0,2.09,2.09,0.0,0.12,0.12,4.0,2.0,50.0,0.5,1.0,37.1,0.0,0.03,1.8,16.0,30.0,53.3,486.0,130.0,2.0,4.0,50.0,8.0,8.0,100.0,6.0,18.0,33.3,0.0,2.0,0.0,0.0,0.0,26.0,4.0,2.0,0.0,10.0,10.0,8.0,14.0,4.0,12.0,0.0,30.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,26.0,6.0,23.1,10.0,14.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,54.0,0.0,10.0,22.0,28.0,2.0,0,0.1851851852,0.4074074074,0.5185185185,0.03703703704,50.0,0.0,4.0,0.0,0.0,0.0,38.0,116.0,66.0,4.0,2.0,0.0,4.0,2.0,54.0,40.0,74.1,4.0
Seko Fofana,ci CIV,MF,Lens,fr Ligue 1,25.0,1995.0,30,25,2309,25.7,0.12,0.08,0.19,0.09,0.13,0.22,1.56,0.47,30.0,0.05,0.17,19.8,0.0,0.08,-0.05,41.7,48.6,85.8,707.5,126.4,21.0,23.7,88.4,16.5,18.7,88.5,3.58,4.71,76.0,1.01,2.68,0.7,0.12,3.39,47.9,0.7,0.27,0.12,7.55,0.89,0.82,40.9,3.42,4.32,8.87,37.0,1.44,0.16,0.31,0.08,0.43,0.97,1.13,2.33,1.95,0.0,0.12,0.12,0.12,0.04,0.47,0.35,0.0,0.04,0.04,0.04,0.0,0.86,0.43,0.23,0.51,0.12,0.31,1.36,22.9,1.05,13.5,4.36,32.3,4.28,6.65,2.57,1.44,0.19,1.25,1.25,0.82,0.0,59.5,1.21,10.0,38.5,16.8,2.33,0.02033613445,0.1680672269,0.6470588235,0.2823529412,0.03915966387,58.8,1.56,2.68,58.0,1.75,0.12,42.9,275.8,147.9,6.42,2.33,0.39,1.83,1.71,53.6,45.6,85.1,5.72
Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,21.0,1999.0,35,35,2873,31.9,0.09,0.0,0.09,0.07,0.06,0.14,1.19,0.16,13.2,0.0,0.0,24.2,0.03,0.05,-0.07,45.4,53.6,84.7,915.8,206.2,16.6,18.5,89.8,20.9,23.4,89.3,7.18,10.3,70.0,0.91,4.86,0.94,0.09,5.08,51.9,1.72,1.13,0.13,7.15,2.01,0.38,41.4,4.67,7.52,9.78,42.0,1.32,0.06,0.09,0.16,0.97,1.29,0.75,2.04,1.41,0.28,0.16,0.03,0.09,0.06,0.28,0.19,0.03,0.03,0.0,0.03,0.0,3.01,2.51,1.1,1.6,0.31,0.6,2.19,27.1,1.6,18.6,7.18,38.7,5.45,10.9,2.19,1.79,0.25,1.54,1.35,0.85,0.03,64.0,1.54,13.9,42.6,11.9,0.5,0.0240625,0.2171875,0.665625,0.1859375,0.0078125,62.4,1.1,1.63,67.3,1.1,0.09,42.9,220.4,115.7,5.14,1.41,0.06,0.72,1.07,48.3,45.2,93.6,1.97
Ramón Folch,es ESP,MF,Elche,es La Liga,30.0,1989.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Lamine Fomba,fr FRA,MF,Nîmes,fr Ligue 1,22.0,1998.0,32,24,2175,24.2,0.04,0.04,0.08,0.04,0.09,0.13,0.99,0.29,29.2,0.04,0.14,16.1,0.0,0.09,-0.05,24.5,29.8,82.4,400.7,89.2,13.0,14.9,87.3,8.31,9.83,84.5,2.36,3.47,67.9,0.66,1.57,0.45,0.0,1.78,29.3,0.5,0.41,0.04,4.46,0.7,0.12,22.1,4.5,3.18,4.3,23.1,1.4,0.04,0.25,0.0,0.62,0.99,0.58,1.24,1.03,0.0,0.12,0.0,0.04,0.04,0.08,0.08,0.0,0.0,0.0,0.0,0.0,2.93,2.02,1.36,1.24,0.33,0.87,2.81,30.9,1.94,26.9,7.73,28.7,8.1,14.3,4.59,2.44,0.87,1.57,1.74,1.65,0.08,42.6,2.81,12.8,22.7,9.46,1.36,0.06596244131,0.3004694836,0.5328638498,0.2220657277,0.03192488263,42.1,0.83,1.32,62.5,0.91,0.04,24.8,120.5,60.2,3.18,0.66,0.04,0.95,1.65,26.0,22.1,85.2,1.24
Fred,br BRA,MF,Manchester Utd,eng Premier League,27.0,1993.0,30,27,2390,26.6,0.0,0.04,0.04,0.1,0.07,0.17,0.94,0.26,28.0,0.04,0.14,22.1,0.0,0.08,-0.03,58.5,66.3,88.2,1162.1,284.2,21.4,23.5,91.2,26.6,28.8,92.5,9.4,11.5,81.7,0.9,6.54,0.68,0.0,5.6,64.1,2.22,1.92,0.23,9.1,2.14,0.26,53.5,6.73,6.02,46.3,18.5,0.79,0.26,0.15,0.11,0.79,1.65,1.54,2.52,2.18,0.04,0.08,0.04,0.08,0.11,0.19,0.15,0.0,0.0,0.0,0.0,0.04,3.31,2.07,1.39,1.54,0.38,1.13,3.27,34.5,2.14,24.0,7.52,31.3,8.57,11.3,4.17,2.33,0.34,1.99,1.77,1.24,0.0,78.6,2.89,20.0,46.9,17.1,0.64,0.03676844784,0.2544529262,0.596692112,0.2175572519,0.008142493639,76.8,0.9,1.2,75.0,1.09,0.04,52.1,247.1,119.1,4.36,1.5,0.08,0.94,1.28,58.6,55.2,94.1,1.05
Remo Freuler,ch SUI,MF,Atalanta,it Serie A,28.0,1992.0,34,32,2712,30.1,0.1,0.07,0.17,0.09,0.07,0.17,0.7,0.2,28.6,0.1,0.33,16.1,0.0,0.1,-0.01,62.3,70.6,88.3,1141.2,328.6,25.8,28.1,92.0,28.8,31.6,91.1,6.84,9.04,75.7,0.96,7.31,1.53,0.13,7.51,67.5,3.06,2.33,0.07,8.11,1.43,0.6,57.3,6.01,7.21,9.7,57.1,1.96,0.66,0.3,0.13,0.6,1.43,0.86,2.59,2.03,0.07,0.17,0.07,0.13,0.13,0.37,0.27,0.0,0.03,0.0,0.0,0.07,2.46,1.86,0.76,1.26,0.43,0.73,2.36,31.0,1.63,21.2,6.25,29.4,4.98,10.8,5.42,1.73,0.13,1.59,1.66,1.3,0.0,80.9,1.69,15.1,49.5,22.0,1.79,0.02088998764,0.1866501854,0.6118665019,0.2719406675,0.02212608158,78.2,1.26,1.66,76.0,1.33,0.03,59.4,321.9,162.6,7.74,2.52,0.3,1.16,1.33,61.4,56.9,92.7,2.26
Angelo Fulgini,fr FRA,MF,Angers,fr Ligue 1,23.0,1996.0,33,33,2725,30.3,0.1,0.2,0.3,0.15,0.15,0.31,2.01,0.86,42.6,0.1,0.23,20.0,0.2,0.08,0.04,43.4,53.6,81.0,761.3,215.7,21.7,24.0,90.5,15.6,18.3,85.7,5.15,9.17,56.1,1.88,3.89,1.42,0.2,5.21,49.6,4.03,1.42,0.5,9.5,1.91,1.45,39.9,6.2,7.46,5.38,46.0,0.92,0.2,0.63,0.17,0.73,1.68,1.16,3.73,2.48,0.5,0.23,0.13,0.36,0.03,0.33,0.23,0.03,0.03,0.0,0.03,0.0,0.92,0.46,0.2,0.53,0.2,0.36,1.39,26.2,1.02,11.6,3.1,26.8,1.82,6.86,2.9,0.69,0.1,0.59,0.5,0.26,0.0,69.4,0.43,8.81,41.1,25.7,3.14,0.006195965418,0.126945245,0.5922190202,0.3703170029,0.04524495677,65.8,2.71,4.92,55.0,2.9,0.26,55.1,279.5,156.1,7.33,2.61,0.56,2.61,3.2,66.2,54.7,82.6,6.7
Baptiste Gabard,fr FRA,MF,Saint-Étienne,fr Ligue 1,20.0,2000.0,2,2,133,1.5,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,,,,,0.0,,0.0,28.7,36.7,78.2,524.0,118.0,10.7,15.3,69.6,13.3,14.7,90.9,3.33,4.0,83.3,0.67,3.33,1.33,0.0,2.67,36.0,0.67,0.67,0.0,4.0,0.0,0.0,32.7,0.67,3.33,28.0,7.33,0.67,0.0,0.0,0.0,0.0,4.0,1.33,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,2.0,0.0,2.67,0.0,0.0,4.0,0.0,4.0,29.3,11.3,38.6,12.0,16.7,0.67,5.33,0.67,4.67,0.0,0.0,0.67,52.7,1.33,9.33,35.3,8.67,0.0,0.02523719165,0.1770398482,0.669829222,0.164516129,0,52.0,0.67,0.67,100.0,0.67,0.0,32.0,115.3,56.7,1.33,0.0,0.0,0.67,4.0,36.7,34.7,94.5,5.33
Roberto Gagliardini,it ITA,MF,Inter,it Serie A,26.0,1994.0,28,14,1232,13.7,0.15,0.22,0.37,0.09,0.09,0.18,1.24,0.36,29.4,0.18,0.6,16.2,0.0,0.07,0.13,38.4,44.7,85.9,654.1,158.3,19.2,21.3,90.1,15.0,16.4,91.1,3.5,5.18,67.6,0.51,3.72,0.58,0.15,4.16,43.6,1.02,0.88,0.0,8.39,1.46,0.95,35.0,4.74,4.89,4.53,37.6,1.17,0.07,0.22,0.15,0.51,1.02,0.8,1.24,0.95,0.07,0.07,0.07,0.07,0.0,0.44,0.29,0.0,0.07,0.0,0.07,0.0,2.12,1.24,0.95,0.8,0.36,0.58,2.34,25.0,1.75,17.2,4.6,26.7,6.72,7.59,2.92,1.39,0.22,1.17,1.09,1.17,0.0,54.2,2.12,11.1,30.7,15.8,2.85,0.03911439114,0.204797048,0.5664206642,0.2915129151,0.05258302583,53.2,0.51,0.8,63.6,0.58,0.07,36.2,196.9,98.2,4.89,1.46,0.29,0.95,0.66,44.9,40.3,89.8,3.14
Conor Gallagher,eng ENG,MF,West Brom,eng Premier League,20.0,2000.0,30,28,2531,28.1,0.07,0.07,0.14,0.06,0.06,0.12,1.03,0.25,24.1,0.07,0.29,20.7,0.0,0.06,0.01,26.4,34.0,77.8,475.4,107.3,12.0,14.3,84.3,10.1,11.5,88.2,3.45,6.3,54.8,0.64,2.7,0.53,0.07,1.92,32.1,1.85,0.53,0.0,6.41,1.0,1.14,23.1,4.13,6.73,3.35,28.0,1.71,0.07,0.14,0.07,0.5,1.14,1.0,1.46,0.85,0.25,0.11,0.04,0.18,0.04,0.11,0.07,0.04,0.0,0.0,0.0,0.0,2.92,1.89,1.1,1.42,0.39,0.78,3.45,22.7,2.67,25.3,6.41,25.4,8.29,12.3,4.7,2.24,0.28,1.96,1.39,1.07,0.04,47.4,2.38,11.0,24.8,14.9,1.57,0.05021097046,0.2320675105,0.5232067511,0.3143459916,0.03312236287,45.7,1.35,2.1,64.4,1.42,0.07,31.8,164.9,69.0,2.88,0.93,0.32,1.49,1.64,32.5,27.7,85.0,2.46
Idrissa Gana Gueye,sn SEN,MF,Paris S-G,fr Ligue 1,30.0,1989.0,28,20,1581,17.6,0.06,0.11,0.17,0.03,0.04,0.07,1.08,0.4,36.8,0.11,0.29,22.0,0.0,0.04,0.07,89.1,96.1,92.8,1478.5,383.1,43.4,45.5,95.4,37.6,39.8,94.4,6.19,7.73,80.1,0.68,9.6,0.8,0.06,6.82,94.2,1.87,1.42,0.06,11.2,1.14,0.4,86.8,4.6,4.72,7.1,85.9,1.36,0.45,0.4,0.11,0.51,1.82,0.63,2.61,2.1,0.0,0.17,0.0,0.11,0.23,0.23,0.17,0.0,0.06,0.0,0.0,0.0,3.92,2.56,1.48,1.82,0.63,1.31,2.67,48.9,1.36,22.4,7.33,32.7,6.7,10.9,4.83,1.65,0.4,1.25,1.42,0.91,0.0,107.6,2.33,19.6,74.9,20.6,0.91,0.02165427509,0.1821561338,0.6960966543,0.1914498141,0.008457249071,106.0,1.36,2.05,66.7,1.36,0.06,82.0,409.8,216.0,8.64,2.61,0.23,0.74,1.31,89.0,85.9,96.5,2.05
Aleix García,es ESP,MF,Eibar,es La Liga,23.0,1997.0,11,5,437,4.9,0.21,0.0,0.21,0.17,0.07,0.24,1.02,0.41,40.0,0.0,0.0,19.7,0.0,0.07,-0.08,45.9,55.3,83.0,971.4,200.0,17.3,19.8,87.6,18.8,21.0,89.3,9.18,13.3,69.2,1.63,5.1,0.82,0.41,4.08,51.0,4.29,1.43,0.0,6.73,4.49,0.61,39.2,5.31,10.8,8.16,43.1,2.24,0.2,0.41,0.2,1.02,0.61,0.61,2.45,1.43,1.02,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,1.22,0.82,0.41,0.82,0.0,0.41,1.63,25.0,1.22,15.3,4.29,28.0,2.04,9.39,3.88,1.43,0.0,1.43,0.82,0.61,0.0,61.8,0.82,7.96,39.0,18.8,1.22,0.01326860841,0.128802589,0.6310679612,0.3042071197,0.01974110032,57.8,0.41,0.61,66.7,0.41,0.0,38.2,186.3,83.1,4.49,1.84,0.2,0.41,0.41,46.3,43.5,93.8,1.22
Dani García,es ESP,MF,Athletic Club,es La Liga,30.0,1990.0,27,21,1920,21.3,0.05,0.0,0.05,0.02,0.02,0.04,0.33,0.05,14.3,0.0,0.0,19.1,0.0,0.06,-0.02,40.7,48.6,83.6,875.6,192.7,12.3,14.6,83.9,19.8,21.9,90.4,7.89,10.8,73.4,0.33,4.46,0.09,0.05,3.52,47.0,1.6,1.27,0.05,7.56,2.16,0.23,32.3,6.01,10.3,7.23,36.6,3.05,0.19,0.14,0.14,1.17,0.75,0.56,0.85,0.7,0.05,0.0,0.0,0.0,0.09,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1.6,1.08,0.47,0.99,0.14,0.66,2.07,31.8,1.41,13.2,4.37,33.0,3.19,7.75,2.3,1.36,0.33,1.03,1.36,2.63,0.0,56.7,2.49,12.4,40.0,6.85,0.38,0.04391534392,0.2186948854,0.7054673721,0.1208112875,0.006701940035,55.2,0.38,0.52,72.7,0.42,0.05,32.6,148.9,72.1,2.96,0.61,0.0,0.19,0.47,36.9,35.0,94.8,0.7
Manu García,es ESP,MF,Alavés,es La Liga,34.0,1986.0,25,10,1124,12.5,0.0,0.0,0.0,0.02,0.06,0.08,0.88,0.16,18.2,0.0,0.0,17.2,0.0,0.07,-0.06,22.2,31.1,71.5,405.8,91.7,9.84,12.3,79.9,9.12,12.4,73.5,2.48,4.48,55.4,0.4,2.24,0.16,0.08,2.0,30.2,0.88,0.32,0.0,7.2,0.8,0.56,19.0,4.08,8.0,16.6,8.8,2.72,0.32,0.24,0.16,0.56,0.96,0.8,0.88,0.56,0.0,0.0,0.08,0.16,0.08,0.08,0.0,0.0,0.0,0.0,0.08,0.0,2.08,1.44,0.72,1.2,0.16,0.48,2.64,18.2,2.16,19.9,5.76,28.9,6.8,11.1,2.0,1.92,0.24,1.68,1.04,2.4,0.0,41.7,2.0,9.84,27.3,6.16,1.04,0.0479616307,0.235971223,0.654676259,0.1477218225,0.02494004796,40.8,0.16,0.48,33.3,0.32,0.08,22.5,86.3,37.4,1.44,0.48,0.0,0.64,0.88,29.6,24.6,83.0,2.88
